1111777,Sadibou Sané
1111912,Adama Bojang
111195,Joël Veltman
111196,Stefan de Vrij
1112,Vragel da Silva
111216,Vincent Demarconnay
111227,Andrea Conti
111266,Anthony Losilla
111275,Philipp Max
111277,Tim Rieder
111283,Cédric Cambon
1113,Rouven Schröder
111309,Nicholas Costantini
111347,Lorenzo Tonelli
111376,Massimo Bruno
111419,Sead Hajrovic
111422,Neeskens Kebano
111426,Benjamin Siegrist
111428,Raphael Spiegel
111433,Frédéric Veseli
111438,Matteo Fedele
111455,Granit Xhaka
111482,Eric Bauthéac
111492,Steven Paulle
111494,John Tshibumbu
111495,Chaher Zarour
1115,Torsten Reuter
111500,Rachid Aliaoui
111504,Gaël Germany
111508,Allan Nyom
111509,Benjamin Oliveras
111511,Matthieu Sans
111524,Ahmed Hegazy
111527,Mathieu Duhamel
111528,Anthony Gonçalves
1116,Thomas Kleine
111621,Dani Ojeda
111627,Ryan Mendes
111630,Erik Lamela
111783,Alejandro Bedoya
1118,Ivo Ulich
111803,Mohamed Chalali
111819,Neto
111828,Fransérgio
111873,Emiliano Martínez
111881,Takashi Usami
111893,Giancarlo González
1119,Markus Münch
111900,Ju-ho Park
111961,Suso
112,Bashiru Gambo
112022,Maxime Barthelmé
112046,Fabio Adobati
112049,Simone Ciancio
112052,Bruno Martins Indi
112062,Júnior Caiçara
1122,Sven Neuhaus
112302,Roberto Pereyra
112343,Manolo Gabbiadini
112344,Marco Villanova
112457,Alessandro Bassoli
112464,Louise Parfait
112465,Sérgio Oliveira
1125,Jörg Albertz
11250,Thomas Kläsener
112515,Marcos Alonso
112541,Andrey Lunev
112552,Paul Papp
1126,Matthias Lehmann
112617,Philip Heise
112663,Eliran Atar
112666,Alessandro Longhi
112668,Tomer Hemed
11268,Oliver Fink
112822,Karl-Johan Johnsson
112930,Benito Raman
112935,Mark Uth
112941,Ulick Ludepe
11296,Gürman Agac
112962,Roger Carvalho
112988,Cédric Soares
112996,Sebastian Carlsén
113,Jörg Heinrich
113017,Tudela
113034,Paul Downing
113035,Mario Pizarraya
113036,Romaine Sawyers
113039,Niklas Hult
113045,Rubén Pérez
113050,Alex Benvenga
113051,Mario Janvier
113053,André Molimenti
113133,Germán Pezzella
11317,Denis Wolf
11319,Craig Burley
113198,Julian Dudda
11320,Neil Wood
11322,Andreas Kaufmann
11327,Dominik Wohlfarth
113358,Sofiane Hanni
113359,Aristote Lusinga
113529,Juan Aranda
11353,Curtis Fleming
113530,Cristobal
1136,Tihomir Bulat
11360,Lee McCulloch
113603,Mattia Lerda
113612,Sergiu Suciu
113620,Yonese Hanine
113623,Antonio Lamenza
113626,Mariano Romano
113631,Alessio Viola
11365,Kevin McNaughton
11367,Craig Moore
11368,Alan Morgan
113707,Rémy Cabella
113797,Matteo Bachini
113865,Alexandru Ioniță I
1139,Nikolce Noveski
113938,Dany Nounkeu
114,Heiko Herrlich
114044,Gavin Kelly
114060,Enric Gallego
114093,Greg Cunningham
114116,Richie Towell
114130,Fábio Espinho
1141628,Yunus Emre Konak
114282,Cristian López
114340,Gabriel Silva
114341,Anselmo
114365,Luke Brattan
1144,Christofer Heimeroth
1144999,Luck Zogbé
1145,Marco Küntzel
1146029,Juanma Herzog
114651,Ilario Lamberti
11479,Marlon Beresford
1148,Niclas Weiland
114836,Valerio Frasca
1149,Zaza Zamtaradze
11492,Hamed Namouchi
114940,Marco Rojas
115,Victor Ikpeba
1150,Raphael Schäfer
11530,Lionel Carole
115333,Juanpe
115382,Guilherme
1154,Gabriel Melkam
115507,Bruno Zuculini
115614,Viktor Unnar Illugason
115676,Frank Kamalu
1157,Jan Koller
115763,Koray Günter
1159,Silvio Schröter
1159022,Mateus Lusuardi
115989,Dejan Stojanovic
116,Sead Kapetanovic
116088,Marius Bülter
116094,Philip Fontein
1161,Javier Zanetti
116272,Benedikt Röcker
11641,Benjamin Barg
116461,Issa Ndoye
1165,Josef Ivanovic
11653,Jim Brennan
116562,Emir Granov
1166,Yakubu Adamu
11663,Adam Drury
116648,Marcus Bettinelli
116651,Courtney Harris
116652,Reece Jones
116653,Keanu Marsh-Brown
116655,Alex Smith
1167,Stephan Straub
11670,Craig Fleming
11671,Damien Francis
116727,Fran Marmolejo
116792,Stefan Lex
11680,Rob Green
11686,Ian Henderson
11689,Gary Holt
116918,Azbe Jug
11692,Ryan Jarvis
117,Matthias Kleinsteiber
1170,Axel Keller
11714,Malky Mackay
11716,Paul McVeigh
11720,Phil Mulryne
11724,Steve Müller
117432,Kevin Behrens
117469,Pawel Olkowski
117476,Levent Ayçiçek
117478,Marnon Busch
117482,Cimo Röcker
117484,Julian von Haacke
117509,Chris Philipps
117518,Aykut Özer
117549,Rodri Ríos
11756,Jason Shackell
1176345,Mahamadou Nagida
11765,Aytac Sulu
117674,Maximilian Arnold
1178474,Amadou Koné
117996,Phil Jones
117997,Jason Lowe
118,Benjamin Knoche
118008,Patrick Ekeng
118014,Cédric D'Ulivo
118015,Charley Fomen
118020,Namaie Mendy
118022,Younès Belhanda
118055,Thomas Bosmel
118078,Dickson Nwakaeme
11808,Michelangelo Rampulla
118161,Marius Müller
118196,Jean Zimmer
118265,Ashley Eastham
118275,Maxime Blanc
118278,Xavier Chavalerin
118284,Jordan Ferri
118287,Rachid Ghezzal
118292,Julian Michel
118294,Harry Novillo
118303,Mehdi Zeffane
118397,Alessandro Schöpf
118451,Tae-hee Nam
118492,Hotaru Yamaguchi
118520,Wilson Cuero
118534,Michael Keane
118535,Will Keane
118564,Matty Lund
118567,Ben Marshall
1186,Cory Gibbs
118689,Leonardo Spinazzola
11869,Timo Staffeldt
118732,Pablo Chavarría
118779,Marlon Pack
1188,Lars Schmedes
118833,Stefano Layeni
118847,Dominik Kohr
118850,Ivan Ordets
118940,Ishmael Yartey
118997,Aitor Fernández
119,Jürgen Kohler
119030,Fernando Uribe
119031,Kaan Ayhan
119032,Axel Borgmann
119037,Philipp Hofmann
119044,Marcel Sobottka
119085,Loris Benito
119104,Riad Nouri
119115,Diego Falcinelli
119120,Robert Leipertz
119123,Frank Nouble
119150,Mislav Orsic
119159,Kadir Caidi
119164,Ezequiel Schelotto
119169,Aron Jóhannsson
119187,Alin Bucuroiu
119194,Noah Korczowski
119211,Mitchell Weiser
119213,Richmond Boakye
119228,Luis Muriel
119234,Karim Onisiwo
119235,Carlos Bacca
119240,Marco Costantino
119261,Selim Ben Djemia
119269,Shane Duffy
119277,Yannick Gerhardt
119286,Jannik Müller
119296,Emre Can
119355,Matteo Ciofani
119359,Vincenzo Melillo
119365,Joazhiño Arroé
119366,Leonardo Blanchard
119368,Andrea Conti
119369,Federico Dionisi
119370,Samuele Modica
119371,Welle Ossou
119372,Luca Simeoni
119374,Mattia Gallon
119376,Marco Ruzittu
11944,Benoît Tardieu
119537,Lorenzo Reyes
119553,Jack Grimmer
119555,Maurice Hirsch
119557,Kenan Karaman
119581,Marvin Wanitzek
119622,Javi Lara
119691,Alessandro Sbaffo
1197,Peter Graulund
119806,Miguel Ángel Luque
119878,Toni Dovale
1199,Marko Topic
119902,Frank Lagana
119905,Hugo Mallo
119988,Michael Ortega
12,Harry Koch
120,Emmanuel Krontiris
120091,Kassim Abdallah
120095,José Campaña
1201,Björn Laars
120114,Yaya Diané
120175,Pavol Bajza
120186,Daniel Bachmann
120189,Nikola Dovedan
120205,Michael Gregoritsch
120206,Lukas Jäger
120211,Maksym Koval
120235,Riccardo Pasi
120236,Giacomo Venturi
120241,Jazz Richards
12028,Kossi Agassa
12029,Ludovic Butelle
120296,Benjamin Uphoff
1203,Marco Toppmöller
12030,Babacar Guèye
12031,Eric Hassli
12032,Jonathan Jäger
120324,Gareth McKeown
12033,Johan Liébus
12035,Tressor Moreno
12036,Sébastien Renouard
1204,Sven Beuckert
120427,René Klingenburg
120443,Santiago Arias
120458,Davide Bariti
120533,Davide Pinato
120551,Sebastián Gallegos
120565,Andre Gray
120582,Agustín Cousillas
120599,Marvin Sordell
12060,Kanga Akalé
120610,Diafra Sakho
120629,Alphonse Areola
12063,Benjani
120630,Emmanuel Emenike
12065,Christophe Walter
120651,Vincent Le Goff
120691,Mattia Spezzani
120705,Juan Carlos
120706,Joe Mason
120713,Elvijs Putnins
120745,Hugo Cianci
120760,Jonathan Tinhan
120767,Dario D'Ambrosio
120785,Knowledge Musona
120834,Markus Mendler
12086,Pablo Niño
120919,Giorgio Siani
12092,Mazhar Abdelrahman
12093,Sylvain Marchal
12094,Samuel Allegro
12095,Schumann Bah
12096,Franck Béria
120967,Fraser Kerr
12097,Stéphane Borbiconi
12098,Ismaël Bouzid
12099,Aïmen Demai
121,Dr. Philipp Laux
12100,Stéphane Morisot
12101,Franck Signorino
12103,Mario Espartero
12104,Alexandre Frutos
121047,Stefano Russo
12105,Grégory Leca
12106,Ludovic Obraniak
12107,Grégory Proment
121085,Thomas Régnier
12112,Per Kröldrup
12116,Mehdi Méniri
12122,Zesh Rehman
121223,Kwesi Appiah
121232,Callum Driver
121236,Rob Hall
121238,George Moncur
12124,Glenn Whelan
12125,Stephen Kelly
121250,Jake Bidwell
121252,Nathan Craig
121254,Adam Davies
121256,Tom Donegan
121257,Adam Forshaw
121260,Conor McAleny
121265,Toto Nsiala
121269,Ryan Watson
12127,Michael Turner
121271,Erdal Akdarı
121279,Tom Carroll
12128,Romain Sartre
121280,Steven Caulker
12129,Adrian Deane
121293,Jake Nicholson
12130,Mark DeBolla
12131,Lloyd Sam
121312,Blair Adams
12132,Bryan Bergougnoux
121324,John Egan
121327,Matthew Fletcher
12133,Jérémy Berthod
121334,Craig Lynch
121335,Liam Marrs
12134,François Clerc
121340,Ryan Noble
12135,Julien Viale
121385,Grant Hanley
121387,Eirik Holmen Johansen
121388,Jake Kean
12139,Neil McCafferty
121391,Josh Morris
121398,Tommy Smith
12140,Stacy Long
121401,David Ball
121402,Ahmad Benali
121403,Chris Chantler
121404,Omar Elabdellaoui
121406,Abdisalam Ibrahim
121408,Scott Kay
12141,Mohamed Benhamou
121410,Alex Nimely
121411,Joan Román
121415,Andrew Tutte
121416,Reece Wabara
12142,Michel Bastos
12147,Jean-Michel Badiane
121474,Emyr Huws
121477,Craig Dawson
12148,Selim Benachour
121483,Jan Oblak
12149,Lorik Cana
12150,Chiguy Lucau
12151,Reinaldo
121528,Berkay Dabanli
121686,Cristian Gamboa
121756,Rômulo
12183,Mamoutou Coulibaly
121985,Juan Jesus
121990,Wellington Silva
122,Jens Lehmann
122011,Markus Henriksen
122017,Thomas Cotty
122043,Héctor Herrera
122116,Nicolas de Préville
122153,Paul Pogba
122155,Willian José
1222,Cristian Fiél
122223,Sam Clucas
122374,Iheb Mbarki
12249,Éver Banega
122517,Anicet
122536,Willy Maeyens
122538,Anthony Mfa Mezui
122539,Amara Kallé
122582,Juan Fernando Quintero
122637,Ameth Fall
122675,Kevin Wimmer
122676,Robert Zulj
122694,Chuks Aneke
122695,Martin Angha
122696,Daniel Boateng
122704,Zak Ansah
122721,Nico Yennaris
122722,Elton Monteiro
12274,Jens Michelbach
12275,Jean-Pascal Mignot
122760,Andrea Molinelli
122797,Andy Delort
12282,Daley Blind
122834,Lakdar Boussaha
122835,Dorian Lévêque
122836,Kévin Barré
122840,Loïc Nego
122842,Joel Edwards
122881,Franck L'Hostis
122980,Ali Gabr
123,Christoph Metzelder
123021,François Moubandje
123160,Marc Vidal
123189,Mounir Bouziane
123261,Vlad Chiricheș
123264,Aleksejs Gilnics
123275,Tom Cairney
123300,Samuel Atrous
123305,Djakaridja Koné
123336,Louis Almond
123397,Collin Quaner
12351,Hassan Yebda
123536,Simon Moore
123558,Malcolm Cacutalua
12356,Furtado
12357,Bouabid Bouden
123579,Torben Rehfeldt
12358,Guillaume Cherreau
12359,Niki Mäenpää
12362,Mounir Diane
12363,Guillaume Plessis
123638,Frano Mlinar
123682,Callum Wilson
123683,Jóan Símun Edmundsson
12373,Azar Karadas
123742,Gastón Ramírez
12375,Aleksey Kosonogov
12376,Chun-soo Lee
12379,Marc Planus
12384,Alexander Tettey
12386,Grégory Bourillon
12387,Jacques Faty
12389,Pierre Aristouy
1239,Dame Diouf
12390,Marc Boucher
12391,Stéphen Drouin
12392,Emerse Faé
12393,Luigi Glombard
12394,Loïc Guillon
12395,Fodil Hadjadj
123951,Aaron Mooy
123957,Kevin Osei
12396,Perica Radic
12398,Shefki Kuqi
12399,Feliciano Condesso
124,Andreas Möller
124002,Biagio Meccariello
12401,Tommy Smith
12402,Gary Twigg
124028,Ismaily
124083,Ashton Götz
124155,Lorenzo Laverone
124172,Danny Ward
124173,Fabrizio Poli
124203,Mattia El Hilali
124244,Leonel Galeano
124352,Oliver Oschkenat
124384,João Silva
1244,Marco Villa
124403,Manuel Bihr
124410,Rani Khedira
124419,Odysseas Vlachodimos
124422,Robin Yalçın
124441,Sinan Tekerci
124456,Konstantin Fuhry
124461,Mattia Maggio
124495,Tolis Vellios
124502,Matthias Ginter
124507,Fabian Menig
124517,Sebastian Kerk
124550,Ola John
