Romeo Castelen
Ignacio González
Andrew Jacobson
Adam Oudjani
Icham Mouissi
Marco Fabián
Andreas Voss
Rostyn Griffiths
Mohammed Rabiu
Anthony Mancini
Filippo Mancini
Kaito Mizuta
Martin Wagner
Bratislav Zivkovic
Elia Boseggia
Borja García
Luca Wollschläger
Francesco Flachi
Rafik Halliche
Matthew Hoppe
Damián Musto
Sergi Cardona
Daniele Montevago
Denis Huseinbasic
Andreas Ludwig
Maurício
Brayan Angulo
Marco Terrazzino
Patrick Weiser
Kai Herdling
Luca Antonini
Ganso
Alemão
Angelo Palombo
Cristian Zenoni
Claudio Cassano
Adeílson
Niklas Pyyhtiä
Bruno Perone
Landon Donovan
Deivid
Predrag Ocokoljic
Eduardo
Henri Bedimo
Steven Zuber
Ludovic Clément
Waniss Taïbi
Christophe Revault
Giuseppe Taglialatela
Simone Farelli
Ivan Fatic
Marco Fortin
Samuel Edozie
Alessio Scarpi
Drazen Bolic
Salvatore Russo
Anselmo Robbiati
Marco Roccati
David Meyler
Dan Eggen
Moussa Maazou
Marley Aké
Alexander Langlitz
Charles Takyi
Björn Hardley
Vujadin Savic
Neymar
Alberto Paloschi
Luciano Zauri
Jay O'Shea
Zdenek Grygera
Conor Sammon
Nicolas Priet
Tolu Arokodare
Henok Goitom
Pedri
Emmanuel Agbadou
Moumouni Dagano
Seamus Coleman
Andrew Sinkala
Hianga'a Mbock
Stefanos Kapino
Silas Ostrzinski
Jaidon Anthony
Sergio Cubero
Eñaut Mendia
Nnamdi Collins
Ibrahima Cissé
Massimo Cannizzaro
Pépé Bonet
Maurizio Lanzaro
Petter Hansson
Noah König
Georgios Samaras
Alejandro Martinuccio
Spase Dilevski
Ariel Nahuelpán
Fatih Akyel
Chong Tese
Sead Ramovic
Óscar Córdoba
Martín Montoya
Ivann Botella
Predrag Stevanovic
Elvir Bolic
Charlie Savage
Owen Dodgson
Zidane Iqbal
Juan Cabal
Faruk Hujdurovic
Kelvin Ofori
Yoann Touzghar
Sinan Kaloğlu
Federico Giunti
İlhan Mansız
Isaac Romero
Moisés Caicedo
Dong-gook Lee
Hervé Guy
Ali Lukunku
Felipe Trevizan
Keirrison
Santiago Ramos Mingo
Luca Di Matteo
Mauro Icardi
Kevin Strootman
Tony Rölke
Guido Milán
Salis Abdul Samed
César Ortiz
Enrico Kern
Thomas Paulus
Boubacar Mansaly
Jerry Vandam
Abdoulaye Ousmane
Gabriel Tamaș
Sebastián Rosano
Claudio Herrera
Johnny Cardoso
Chadi Riad
Anel Dzaka
Ivan Klasnic
Elvir Baljic
Giedrius Arlauskis
Lacina Traore
Andriy Yarmolenko
Oliver Fobassam
Gil-Linnart Walther
Robert Wagner
Stéphane Zobo
Anthony Rouault
Simon Rolfes
Saber Khalifa
Antônio Carlos Zago
Luis Henrique
Jacopo Fazzini
Valerio Biagini
Morgan Guilavogui
Edoardo Pieragnolo
Asan Mata
Tim Borowski
Daniel Katic
Clemens Riedel
Vincenzo Camilleri
Joan González
Andrei Coubiș
Préjuce Nakoulma
Ben Klefisch
Fabian Eutinger
Maximilian Somnitz
Linus Gechter
Malick Sanogo
Aljoscha Kemlein
Nozomi Hiroyama
Kamarai Swyer
Ümit Özat
Elias Damergy
Iron Gomis
Tuncay Şanlı
Adem Ljajic
Dániel Nagy
Adriano Grimaldi
Evans Nyarko
Zhi Gin Lam
Jared Jeffrey
Mateo Pavlovic
Jonathan Bumbu
Boris Essele
Rayan Philippe
Moussa Diarra
Luis Castillo
Sam Sanna
Richi de Souza
Samuel Lino
Mathias Hain
Théo De Percin
Chiquinho
Charles Boli
Enrique Carreño
Dennis Eilhoff
Maximilian Neutgens
Leon Köhl
Ayman Aourir
Diego Segura
Manuel Tello
José Alberto Cañas
Javi Jiménez
Tim Oermann
Romaine Mundle
Kallum Cesay
Billy Koumetio
Max Woltman
Christian Eriksen
Jay Stansfield
Jens Stryger Larsen
Gui Guedes
Garath McCleary
Tim Iroegbunam
Alexandre Gameiro
Ibrahim Cissé
Jonás Ramalho
Simon Ngapandouetnbu
Massimiliano Mignogna
Lamine Buhanga
Jonathan Tomkinson
Abu Kamara
Etienne Green
Paul Wade
Ibrahim Diarra
Juan Brunet
Cristo Romero
Samuele Oltremarini
Cédric Fauré
Othmane Hamama
Burak İnce
Christophe Avezac
Charlie Webster
Zach Awe
Ousmane N'Doye
Mathieu Puig
Stéphane Lièvre
Jordi Alba
Lucien Aubey
Albin Ebondo
Danny Slatter
Mandi
William Prunier
Arne Friedrich
Julien Cardy
Hayden Lindley
Anthony Braizat
Lorenzo Malagrida
Leonardo Pedicillo
Freddie Potts
Baba
Sylvain Didot
Thomas Kristensen
Aurélien Mazel
El Fardou Ben
Hugo Ibarra
Marko Lazetic
Thibault Giresse
Arjan Raikhy
Hugo Bueno
Niklas Petzsch
Yannic Stein
Bastian Reinhardt
Emil Lyng
Joel Ekstrand
Kacper Urbanski
Pascal Nagel
Mathis Bruns
Gabri Veiga
Pedro Alemañ
Dimitrios Grammozis
Émerson
Emeka Ifejiagwa
Brajan Gruda
Benjamin Besic
Martin Turk
André Silva
Chaka Traorè
Joshua Kennedy
Michael Forbes
Rico Lewis
Ondrej Celustka
Cristian Chávez
Helton Dos Reis
Jérémie Moreau
Keke Topp
Nicolò Cavuoti
Nabil Taïder
Stefan Schnoor
Achille Emaná
Zé Eduardo
Yoann Folly
Euse Monzó
Steeve-Mike Eyango
Marcel Halstenberg
Sinaly Diomandé
Ignasi Miquel
Filip Daems
Peniel Mlapa
Jonathan Schmid
Víctor Mesa
Nenad Bjelica
Paul Brooker
Matteo Falasca
Davide Mastrantonio
Antonio Vergara
Sergio Garabato
Antonio López
Brandon Pierrick
Robert Street
Ibrahim Koné
Ersen Martin
Kgaogelo Chauke
Cameron Peupion
José Dominguez
Matevz Dajcar
Darko Lazović
Alex Arnofoli
Nicholas Gioacchini
Destiny Egharevba
Camille Borios
Eugenio Fusco
Sambou Soumano
Davide Bragantini
William Rovida
Antonio Pio Iervolino
Mattia Florio
Jake Richardson
Eugenio Pizzuto
Laurent Merlin
Niccolò Cocetta
Lorenzo Codutti
Riccardo Castagnaviz
Mattia Damiani
Jacopo Fedrizzi
Raed Jaziri
Riccardo Pinzi
Salah Basha
Andrei Anton
Joe McGlynn
Tomasz Klos
Samuele Angori
Igor Lucatelli
Mattia Timmoneri
Milan Milanovic
Raffaele Di Gennaro
Max Svensson
Lluís Recasens
Rubén Sánchez
Gori
Víctor Fernández
Javi Llabrés
Lado Akhalaia
Julian Eitschberger
Victor Aznar
Harvey Davies
Filippo Falco
Yago Santiago
Hans Sarpei
Malick Mbaye
Patricio Goglino
Freddie Sears
Harvey Blair
Noah Fatar
Ugo Raghouber
Simon Ramet
Badredine Bouanani
Jules Raux
Ismaïl Bouleghcha
Charlie Pérez
César Tárrega
Hugo González
Giuseppe Ambrosino
Antoine Valério
Lorenzo Amatucci
Pau Víctor
Jacopo Del Bello
Roman Zozulya
Michu
Jochen Kientz
Andrea Ferraris
Alessandro Russo
Romano Floriani Mussolini
Bradley Barcola
Alessandro Falleni
Adrián Corral
Totti
Lorenzo Bernasconi
Isaak Touré
Ugo Bertelli
Salim Ben Seghir
Amadou Diambo
Sergio Mantecón
Elías Molina
Teo Tirado
Chechu Dorado
Milan Fukal
Baltasar Rigo
Alejandro Rebollo
Nico Williams
Francesco Magnanelli
Nolito
Antonio Alemán
Carlos Romero
Mikel Azparren
Ernest Boahene
Xisco Campos
Thierno Baldé
Mohamed Diamé
Alessandro Renzi
Mario Perrone
Daniele Gastaldello
Marco Malagò
David Llano
Hugo Ekitiké
Kévin Boma
Tijany Atallah
Manel
Andrea Zanchetta
Andrea D'Agostino
Ander Astralaga
Álex Valle
Marc Jurado
Aleix Garrido
Ilias Akhomach
Jan Oliveras
Jeppe Corfitzen
Giacomo Toniolo
Víctor Rofino
Vratislav Gresko
Erik Meijer
Matteo Paro
Peter Federico
Carlos Caballero
Oskar Preil
Paolo Sammarco
Bartosz Salamon
Giorgio Frezzolini
Luciano Becchio
Sergio López
Marcos De Paula
Fran Miranda
Sabino Sánchez
Álvaro Aceves
Jesús Palomeque
Mario Maroto
Marco Veronese
Francesco Carbone
Iker Muñoz
Iker Benito
Salvatore Bruno
Andrea Barzagli
Róger Espinoza
Uros Kabic
Necat Aygün
Brek Shea
Antonio Gavilán
Kwadwo Baah
Egoitz Arana
Jon Karrikaburu
Fernando Thorices
Kevin Paredes
Jake O'Brien
José Ángel Carmona
Pablo Pérez
Fran Delgado
David Relaño
Mikel Martins
Lorenz Assignon
Andy Diouf
Alberto Alejandro
Guéla Doué
Trésor Matondo
Warmed Omari
Lesley Ugochukwu
Everson
Javi Moyano
Jacopo Ricco
Nauzet Pérez
Dexter Lembikisa
Paco Sutil
Bobby Clark
James Wright
Jamie Clarke
Raffaele De Vita
Richard Kingson
Josh O'Keefe
Adrián
Stefan Scepovic
Dean Winnard
Jasper Samooja
Jonjo Shelvey
Gianluca Musacci
Luciano Figueroa
Marcelo Romero
Ángel Jiménez
Bryan Zaragoza
Miguel Ángel Brau
Jhoanner Chávez
Juan Carlos Caballero
Carlos Carmona
Massimilian Porcello
Ben Nelson
Carlos Lázaro
Mamadou Diabang
Brian Bayeye
Anaitz Arbilla
Xabi Etxeita
Gabriele Baldi
Gael Alonso
Damián Rodríguez
Fran López
Alex Rodríguez
Adrien Goñi
Mamor Niang
Iago Herrerín
Ander Iturraspe
Jon Moya
Iñigo Pérez
Sergio Santamaría
Adhemar
Alioum Saidou
Ignacio Azpilicueta
Txema Añibarro
Jonas Hofmann
Iván Cédric
Yerson Mosquera
Rubén García
Maissa Ndiaye
Ibon Larrazabal
Oriol Riera
Pablo Ríos
Sabin Ilie
Darlin Yongwa
Sidney Raebiger
Sanoussy Ba
Yegor Yarmolyuk
Valentin Rabouille
Laurin Ulrich
Iñaki Berruet
Igor Etxebarrieta
Andoitz Galdós
Mario de Luis
Jorge Moreno
Mohamed Lakhouil
Klodian Duro
Dani Giménez
Hugo Pérez
Unai Ropero
Stephane Keller
Abde Rebbach
Pepe Blanco
Damiano Pecile
Joseda Álvarez
Jorge Cofrades
Kevin Carlos
Abdoulaye Kamara
Jon Ander Serantes
Gaizka Toquero
Agustín Villar
Xabi Pascual
Antonio Marchena
Nicolas Alnoudji
Martin Neubert
Antonio Amaya
Coke
Rubén Falcón
David Ferreiro
Carlos Llorens
David Pereira da Costa
Carlos de la Vega
Ben Doak
Juan Pedro Pina
Jeremiah Chilokoa-Mullen
Aitor Núñez
Francisco Regalón
Frankie Hejduk
Hamid Termina
Joshua Zapata
Fernando Abreu
Pablo Torre
Justin Diehl
Iago Aspas
Alejandro Alfaro
Javi Pamies
Diego Bri
César Prates
Lolo González
Poncho
Sean McAllister
Lamine Tall
Andres Tuñez
Marcos Valín
Christopher Buchtmann
Thomas Neubert
Johan Gastien
Luigi Cherubini
Roman Lazar
Nassim Chadli
Alberto López
Miguel Albiol
Álex Bergantiños
Juan José Collantes
Juan Domínguez
Isaac Karamoko
Joaquín Enguix
Thomas Christiansen
Hugo Fraile
Juanan
Francesco Cataldi
Iván Pérez
Guille Pérez
Nacho Rodríguez
Mervan Çelik
Alberto Montejo
Antonio Moreno
Marcus Olsson
Vasco Regini
Fran Erencia
Jon Larreategi
Cristóbal Márquez
Héctor Rodas
Felipe
Juanjo Ciércoles
Sören Colding
Javi López
Javi Márquez
Miguel Palanca
Marc Pedraza
Ahmad Ngouyamsa
Saulo
Acorán Barrera
Achim Weber
Fabio Chiarodia
Luca Lipani
Aaron Ciammaglichella
Javi García
Geoffrey Lembet
Manuel Lucena
Mamadou Samassa
Rafael Tolói
Eljon Toci
Abde Ezzalzouli
Tayo Adaramola
Andy Moran
Rasmus Jönsson
Luciano Narsingh
Nahuel Valentini
Bernd Leno
Liam Gibbs
Clément Grenier
Manu Barreiro
Réver
Riccardo Bocalon
Enric Maureta
Bobby Wood
Nacho Pastor
Luuk de Jong
Luca D'Andrea
Endri Muhameti
Jorès Rahou
Joseph Hungbo
Mauro Goicoechea
Ribair Rodríguez
Stéphane Dalmat
Ewan Hatfout
Simon Simoni
Yohandry Orozco
Yonathan Del Valle
Diego Arismendi
Mathías Cardacio
Bruno Fornaroli
Branislav Knezevic
Stefan Mitrović
Matteo Alberti
Josip Skoko
Victor Lebas
Rodrigo Ribeiro
Diego Penny
Agon Mehmeti
Charlie Whitaker
Ivi López
Santiago Silva
Filippo Maniero
Nélson Oliveira
Álvaro Cejudo
Alberto
Alberto Basso Ricci
Flávio Conceição
Niko Gießelmann
Francisco Copado
Diego Arroyo
Juan José Olalla
Edmilson Correia
Haritz Mújika
Lovro Stubljar
Vicente Pascual
Pedro Mendes
Ekhi Bravo
Alfie Devine
Hans Martínez
Dzoni Novak
Raúl Rodríguez
Noam Bonnet
Madyan Sounni
Georges Mikautadze
Luca Valls
Frank Juric
Giorgi Kiknadze
Ernesto Galán
Mykola Kukharevych
Pierre-Michel Lasogga
Jacobo Campos
Alex MacDonald
Isaías Sánchez
Leon Reichardt
Ivan Martic
Aaron Zehnter
José Mari
Loïc Badé
Miki Martínez
Adam Clayton
José María Cases
Pablo García
José María López Silva
Franco Zuculini
Milos Kerkez
Tyrick Mitchell
Vid Belec
Rene Krhin
Omar El Kaddouri
Ibon Begoña
Pawel Kryszalowicz
José Rodríguez
Ahmed Kashi
Pau Cendrós
Teddy Sharman-Lowe
Simone Giorgeschi
Federico Zorzi
Franco Carboni
Rareș Burnete
César Soriano
Nacho Gil
Teddy Rowe
Óscar Jiménez
Martín Mantovani
Jorge Molino
Lucas Pérez
Sergio Rodríguez
Serge Branco
Gerard Bordas
Gonzalo Eraso
Santi García
Dylan Williams
Kaide Gordon
Joan Oriol
Eloi Amagat
Edu Caballer
José Carlos
Ivan Stoyanov
Mario Gaspar
Agustín Martegani
Tristan Crama
Marcos Gullón
Nagore
David Lázaro
Javier Matilla
Rafa Ponzo
Enrico Chiesa
Fernando Rodríguez
Oriol Santos
Karel Rada
Steven Reid
Mario Rebecchi
Jordi Xumetra
Alberto de la Bella
Mattia Altobelli
Jo Inge Berget
Amari Miller
Vegar Hedenstad
Sam Waller
Jack Wadham
Kamil Conteh
Andi Janjeva
Justin Hoyte
Alberto Moleiro
Juan
Alan Tate
Jérémy Gavanon
David Ospina
Tommy Berntsen
Matías Campos Toro
Valentin Decarpentrie
César Santis
Jack Jenkins
Michael Olakigbe
Aleksandar Pesic
Anthony Lippini
Ben Amos
Javi de Pedro
Aatif Chahechouhe
James Chester
Tom Cleverley
Raúl
Danny Drinkwater
Joe Dudgeon
Richard Eckersley
Giuseppe Gemiti
Corry Evans
Oliver Gill
Sam Hewson
Ørjan Nyland
Rodrigo Fabri
Matty James
Juanma Ortiz
Nikolaos Botis
Oliver Norwood
Rodrigo Possebon
Natan
João Gomes
Rodrigo Muniz
Jason Steele
Cameron Stewart
Maxence Rivera
Javier Pinola
Vladimir Maljkovic
Isaías Delpupo
Joffre Guerrón
Vincent Angelini
Hernán Pérez
Veljko Paunovic
Demis Nikolaidis
Gaspar Gálvez
Juan Carlos Aguilera
Matías Lequi
Albert Riera
Steven Nzonzi
Dennis Cagara
Jérémy Le Douaron
Adrián Ramos
Pablo Armero
Duván Zapata
Simon Henzler
Paul-José Mpoku
Adrià Carmona
André Trulsen
Abou Lo
Fabio Casini
Federico Chirico
Antonio Cinelli
Alessandro Corvesi
Davide Faraoni
Antony Iannarilli
Nicolás Fernández Mercau
Alessio Luciani
Francesco Mancini
Ettore Mendicino
Jacopo Sciamanna
Alessandro Tuia
Ilan Kebbal
Zié Diabaté
Ulf Kirsten
Javi Castro
Raffaele Alcibiade
Fabio Cusaro
Eldin Lolic
Eric Junior Bocat
Issouf Sissokho
Yannis Tafer
Declan Rudd
Zlatko Basic
Elidon Qenaj
Matthew Cox
Omari Hutchinson
Lennard Sowah
Ferran Quetglás
Iker Bravo
Enrique Herrero
Péter Kurucz
Khayon Edwards
Frankie Ealing
Mehmet Aurélio
Giuliano Simeone
Jack Wilshere
Marc Muniesa
Koke
Caden Clark
Pablo Sarabia
Matías Aguirregaray
Diego Rodríguez
Jhon Solís
Henry Giménez
Bruno Montelongo
Ivica Olic
Caleb Chukwuemeka
Mohamed Touré
Nassim Ben Khalifa
Nemanja Gudelj
Aleksandar Ignjovski
Gaël Kakuta
Holger Stanislawski
Omar Milanetto
Luka Milivojevic
Emirhan İlkhan
Edimar
Paolo Poggi
Malick Fofana
Noah Mbamba
Ívar Ingimarsson
Nico O'Reilly
Lino Sousa
Amay Caprice
Nehemiah Fernandez
Kévin Danois
Wilson Odobert
Jonathan Douglas
William Mikelbrencis
Robin Risser
Ryan Tchato
Hugo Vogel
Yacine Gaya
Mohamed El Arouch
Emiliano Alfaro
Vinícius Tobias
Kaiky
Sávio
Matheus França
Ângelo
Jordi Cruyff
Andrey Santos
Paulo Pezzolano
Kily González
Bica
Daniel Scheinhardt
Rafael Fernandes
Lewis Payne
Adam Wharton
Jackson Martínez
Andrea Rispoli
Franck Silvestre
Iñaki Segura
Arijon Ibrahimovic
Tarek Buchmann
Hossam Ghaly
Elias Baum
Gaël Clichy
Sekou Lega
Gaël Nsombi
Jens Matthies
Mikel Arteta
Nazim Babaï
Edan Diop
Soungoutou Magassa
Neil McCann
Maghnes Akliouche
Aurélien Platret
Yllan Okou
Chris Sutton
Yann Lienard
Sandro Silva
Philipp Heithölter
Gabriele Guarino
Salim Abubakar
Luca Koleosho
Finn Holsing
Miguel Ángel Riau
Nacho Verdés
Raúl Baena
Víctor Ibáñez
Tommy de Jong
Joe Snowdon
Alberto López
Mauro Bandeira
Guy Gnabouyou
Sandro
Christian Rahn
Agustín Aranzabal
Elias
József Varga
Kris Moore
Billy Fewster
Zuhaitz Gurrutxaga
Abdelhamid El Kaoutari
Mickaël Nelson
Igor Jauregi
Jonathan Urretaviscaya
Bjørn Tore Kvarme
Aitor López Rekarte
İsmail Köybaşı
Jon Andoni Pikabea
Thierry Small
Gabriel Schürrer
Dorlan Pabón
Kamaldeen Sulemana
Mikel Aranburu
Pietro Comuzzo
Kyron Gordon
Andre Brooks
Daniel Jebbison
Frankie Maguire
Zak Brunt
Harry Boyes
José Javier Barkero
Nemanja Matic
Édouard Butin
Dominik Furman
Cristian Volpato
Sergio Boris
Kike Carrasco
Markus Lotter
Emmanuel Imorou
Igor Gabilondo
Valeriy Karpin
Mikel Alonso
Pablo
Xabi Alonso
Daniel Royer
Arnaud Anastassowa
Edu Bedia
Adlène Guédioura
Antonio del Castillo
Óscar de Paula
Robin Neupert
Christoph Sauter
Darko Kovačević
Shea Charles
Holger Wehlage
Joseba Llorente
Lasse Schulz
Alou Kuol
Ben Mee
Lubos Hanzel
Gari Uranga
Franco Mussis
Dani Mallo
Juan Manuel Cruz
Carlos Alcaraz
Sofyan Chader
Amin Sarr
Juanmi
Mario Götze
Abu Bakarr Kargbo
José Francisco Molina
Reinhold Yabo
Marc-André ter Stegen
Joan Capdevila
Francis Coquelin
César Martín
Fabio Ruggeri
Goran Djorovic
Donato
Henning Bürger
Héctor Berenguel
Jorge Andrade
Manuel Pablo
Noureddine Naybet
Enrique Romero
Juraj Kucka
Roberto Acuña
Saúl Berjón
Marcel Büchel
José Amavisca
Martin Dúbravka
Fran
Lionel Scaloni
Izet Hajrovic
Robert Kovac
Thomas Meggle
Sergio
Juan Carlos Valerón
Víctor Sánchez
Changui
Franco Jara
Diego Tristán
Iván Pérez
William Matheus
Albert Luque
Liam Cooper
Everton Luiz
Pablo Amo
Alexis Tibidi
Carlos Sánchez
Jaouen Hadjam
Tom Louchet
Hélder
Fabian Gerber
César Sánchez
Borja Fernández
Ezequiel Muñoz
Fernando Hierro
Iván Helguera
Míchel Salgado
Óscar Miñambres
Francisco Pavón
Roberto Carlos
Rubén González
Zlatan Bajramovic
Esteban Cambiasso
Albert Celades
Salim Moizini
Magno Novaes
Sebas
Iñigo López
Sergio Segura
Santiago Solari
Valdo
François Bellugou
Alban Joinel
Seydou Doumbia
John Verhoek
Radosav Petrovic
Antonio Esposito
Alireza Mansourian
Guti
Fernando Morientes
Pedro Morales
Javier Portillo
Marco Calderoni
Tote
Pablo Cavallero
José Manuel Pinto
Luan
Eduardo Berizzo
Fernando Cáceres
Ayub Daud
Andrea De Paola
Pablo Coira
Carlo Pinsoglio
Juanfran
Sebastián Méndez
Sergio Fernández
Nico Gaitán
Pablo de Blasis
Robin Olsen
Juan Velasco
Bienvenue Basala-Mazana
Yannick Bolasie
Niclas Füllkrug
Deniz Barış
Edú
Everton Giovanella
Gustavo López
Jandro Castro
José Ignacio
Peter Luccin
Aleksandr Mostovoy
Vágner
Catanha
Marcel Rath
Jesuli
Antonio Zito
Iván Kaviedes
Nicolás Gorobsov
Luca Ricci
Douglas Costa
Santiago Cañizares
Andrés Palop
David Rangel
Artur Sobiech
Maurice Dalé
Roberto Ayala
Amedeo Carboni
Francesco Campanella
Curro Torres
Martín Camaño
David Navarro
Thomas Bertels
Miroslav Djukic
Carlos Pérez
Fábio Aurélio
Javier Garrido
Carlos Marchena
Mauricio Pellegrino
David Albelda
Gonzalo de los Santos
Miguel Ángel Angulo
Nico Patschinski
Francisco Rufete
Dennis Șerban
Miroslav Stevanovic
Vicente
Juan Aguilera
Daniel Camacho
Juan Sánchez
Miiko Albornoz
Roberto Bonano
Víctor Valdés
Kristoffer Nordfeldt
Bernd Hobsch
Christopher Trimmel
Fernando Navarro
Carles Puyol
Tomás Rincón
Dani Tortolero
Gabri
Gerard López
Diego Placente
Tomasz Kos
Andrés Iniesta
Luis Enrique
Thiago Motta
Gaizka Mendieta
Aridai Cabrera
Pollo
Ronny Rodelin
Fábio Rochemback
Sime Vrsaljko
Xavi
Eñaut Zubikarai
Ricardo Álvarez
Dani García
Geovanni
Willians
David Bergner
Javier Saviola
Chafik Najih
Daniel Aranzubia
Miguel Escalona
Iñaki Lafuente
Sören Bertram
Aitor Ocio
Alexander Meyer
Franco Vázquez
Asier del Horno
Felipe Guréndez
Bruno Ribeiro
Aitor Karanka
Nathan Porritt
Stoycho Stoilov
Mari Lacruz
Iñigo Larrainzar
Aitor Larrazabal
Luis Prieto
Ander Murillo
Oskar Vales
Ander Alaña
Bittor Alkiza
Manu García
Christian Gytkjaer
Laurent Koscielny
Carlos García
Toño
Carlos Merino
Giovanni Sio
Marek Nikl
Julen Guerrero
Abdukodir Khusanov
Carlos Gurpegui
Josué Casimir
Javi González
Marcelo Estigarribia
Pablo Orbaiz
Tiko
Josu Urrutia
Iban Pérez
Fran Yeste
Joseba Arriaga
Mustapha Yatabaré
Carlos Carmona
Santiago Ezquerro
Nandi
Christian Möckel
Joseba Etxeberria
Abdelkader Ghezzal
Ismael Urzaiz
Toni Doblas
Toni Prats
Iulian Filipescu
Kiko Femenía
Charly Jan
Juanito
Luis Fernández
Williot Swedberg
Mingo
Jacek Krzynowek
David Rivas
Washington Tais
Fernando Varela
Arzu
Marcos Assunção
Benjamín
Massimo Piscopo
Calado
Haris Vuckic
Bernhard Janeczek
Juanjo Cañas
Capi
César de Loma
Matías Cabrera
Sven Günther
Denilson
Abel Hernández
Ito
Joaquín
Théo Le Bris
Marco Pérez
Dani
Alberto Flores
Sascha Schünemann
Kike Salas
Gastón Casas
Manu Bueno
Alberto Cifuentes
Usman Simbakoli
Leo Franco
Adrián Gunino
Miki
Diego Ifrán
David Cortés
Luis Mejía
Diego Hormigo
Matías Árbol
Pablo Pintos
Fernando Niño
Federico Lussenhoff
Marcelo Silva
Damián Suárez
Tabaré Viúdez
Miquel Soler
Miguel Ángel Nadal
Lorenzo Tassi
Javier Olaizola
Poli
Vicente
Miguel Britos
Frank Wiblishauser
Alejandro Campano
Hárold Lozano
Ariel Ibagaza
Marcos Martín
Arouna Sangante
Momo Cissé
Daylam Meddah
Julián Robles
Paco Soler
Álvaro Novo
Leo Biagini
Carlitos
Simone Pasa
Rajko Tavcar
Fernandinho
Luka Romero
Walter Pandiani
Felipe Pardo
Antonio Notario
David Castedo
Javi Navarro
Juanmi Gelabert
Zoran Njegus
Braian Rodríguez
Óscar Rodríguez
Lúcio
Júnior
Pablo Alfaro
Rajiv van La Parra
Tino Costa
José Miguel Prieto
Juan Luis Redondo
Raúl Albentosa
Alfonso Vera
Toni Lechuga
Leandro Montagud
David Arteaga
Andy Logbo
Javi Casquero
Francisco Lama
Fredi
Paco Gallardo
Ismaël Boura
Marcos Vales
Inti Podestá
Lucas Moura
Jérôme Gondorf
Vinny Samways
Tomás Hervás
Gerardo Torrado
Víctor Salas
Antoñito
Moisés García
José Antonio Reyes
Mariano Toedtli
Gilberto García
Ricardo Sanzol
Juan Carlos Unzué
Antonio López
César Cruchaga
José Izquierdo
Anders Christiansen
Josetxo
Michel Macedo
Francisco Jusué
Matt Phillips
José Mateo
Paqui
David Jarolim
Manuel Vidrio
José Manuel Yanguas
Mateusz Szczepaniak
Alfredo
Will Buckley
Leonel Gancedo
Ángel Lekunberri
Julien Cétout
Moha
Bassirou Dembélé
Iñaki Muñoz
Pablo García
Ezequiel Luna
Gor Manvelyan
César Palacios
Eiji Kawashima
Patxi Puñal
Erwin Zelazny
Christian Horcher
Gerardo Rivero
Jonathan Quartey
John Aloisi
Carlos Ochoa
Gorka de Carlos
Iván Rosado
Germán Burgos
Antonin Cartillier
Mirsad Hibic
George Friend
Matt Gill
Dean Moxey
Pablo Barrios
Samuel Sahin-Radlinger
Danny Seaborne
Joey Waterhouse
Darius Kampa
Dejan Lazarevic
Jorge Larena
Maxime Montay
José María Movilla
Marco Pellegrino
Txomin Nagore
Fernando Torres
Joselito
Abdallah Sima
Javi Moreno
Nicolas Jackson
Stefan Leitl
Francesc Arnau
Mert Kömür
Emre Çolak
Geoffroy Serey Dié
Pedro Contreras
Rafa González
Iván Pillud
Pape Coulibaly
Francisco Bravo
Thomas Gaudu
Jérémy Michel
Oumar N'Diaye
Alfred N'Diaye
Brian Obino
Fernando Sanz
Alassane Touré
Lalaïna Nomenjanahary
Raúl Iznata
Thomas Kaminski
Josemi
Victor Wanyama
Litos
Roberto Rojas
Mikel Roteta
Martin Driller
Vicente Valcarce
Julian Korb
Alexis Ruano
Georgie Welcome
Christoph Zimmermann
Duda
Etrit Berisha
Ryad Boudebouz
Abdou Dieye
Mathieu Dossevi
Frédéric Duplus
Gerardo
Marc Fachan
Marcos Paulo
Luigi Monaco
Marvin Martin
Delvin N'Dinga
Ricardo Sophie
Ivan Leko
Geoffrey Tulasne
Senah Mango
Dmitriy Nepogodov
Manu Sánchez
Florian Büchler
Miguel Ángel
Kiki Musampa
Armin Störzenhofecker
Sandro
Nicola Zannino
Manuel Canabal
Alessandro Bruno
Darío Silva
Immanuel Höhn
Julio Dely Valdés
Jefferson Montero
Soufian Benyamina
Juanito
Nadir Çiftçi
Oğuzhan Özyakup
Albano Bizzarri
Elia Legati
Floyd Ayité
Jon Ander
Julio Iglesias
Zoran Mamic
Louis Gomis
José Luis Caminero
Aleksandar Stanković
Idrissa Dioh
Rafiki Saïd
Alberto Marcos
Mario Abrante
Javier Muñoz Mustafá
Brice Maubleu
Óscar Sánchez
Juan Manuel Peña
Willy Kambwala
Manuel Tena
Cheick Diabaté
Javier Torres Gómez
Chema
Dragan Ciric
Gonzalo Colsa
Fernando Sales
Fabian Klos
Javi Jiménez
Jesús Sánchez
Óscar González
Pablo Ricchetti
Adebowale Ogungbure
David Sousa
David Aganzo
Sergio Pachón
Javier López Vallejo
